Date,Platform,Campaign,Impressions,Clicks,Spend,Conversions,Revenue
2024-04-18,Meta Ads,Campaign_12,7918,372,266.66,66,4698.2
2024-07-05,Meta Ads,Campaign_23,7963,297,622.18,50,5820.33
2024-04-28,Google Ads,Campaign_21,8099,448,243.16,57,5395.58
2024-11-11,Meta Ads,Campaign_13,7927,381,449.29,18,1567.76
2024-01-19,Google Ads,Campaign_28,7975,452,317.74,79,8644.09
2024-02-03,Meta Ads,Campaign_22,8109,198,477.26,17,699.55
2024-06-24,Meta Ads,Campaign_28,7956,300,588.29,28,729.51
2024-05-10,Meta Ads,Campaign_23,7883,347,195.07,32,1099.9
2024-09-27,Meta Ads,Campaign_13,8002,258,505.74,42,970.22
2024-05-10,Meta Ads,Campaign_19,7961,289,131.29,33,724.82
2024-09-30,Google Ads,Campaign_29,8015,392,939.21,62,3402.0
2024-08-17,Google Ads,Campaign_5,7996,282,537.84,33,2437.24
2024-12-22,Google Ads,Campaign_27,7952,313,517.18,43,3666.74
2024-10-10,Meta Ads,Campaign_26,8072,367,700.17,63,6528.3
2024-08-26,Google Ads,Campaign_29,8041,169,242.04,7,160.42
2024-01-22,Meta Ads,Campaign_2,7784,170,85.32,9,430.98
2024-10-30,Meta Ads,Campaign_5,8029,324,508.63,45,4555.99
2024-07-27,Google Ads,Campaign_5,7933,340,703.28,60,4015.37
2024-03-08,Meta Ads,Campaign_23,7883,209,206.78,16,1063.17
2024-03-05,Google Ads,Campaign_10,8026,268,567.81,32,1495.12
2024-12-03,Google Ads,Campaign_2,8111,275,350.92,19,1632.39
2024-02-11,Meta Ads,Campaign_19,8182,328,616.3,19,996.27
2024-10-03,Google Ads,Campaign_16,8156,427,477.82,65,1944.03
2024-03-24,Google Ads,Campaign_12,7909,438,475.81,40,1840.1
2024-09-18,Meta Ads,Campaign_1,7971,258,474.1,42,4838.9
2024-10-12,Meta Ads,Campaign_22,8162,388,570.42,60,2653.2
2024-04-27,Meta Ads,Campaign_14,7842,329,484.83,27,3202.2
2024-11-18,Google Ads,Campaign_13,8010,237,191.66,24,1596.91
2024-02-02,Meta Ads,Campaign_3,8036,401,218.48,21,1945.33
2024-05-23,Meta Ads,Campaign_11,8005,331,758.6,53,3657.22
2024-03-28,Google Ads,Campaign_12,7959,403,530.15,63,2462.86
2024-01-25,Google Ads,Campaign_30,7883,247,340.7,43,1295.02
2024-08-31,Meta Ads,Campaign_23,7886,351,391.65,14,577.43
2024-10-09,Google Ads,Campaign_25,7811,281,591.92,34,3126.63
2024-03-06,Meta Ads,Campaign_23,8067,253,562.56,38,1204.77
2024-08-19,Meta Ads,Campaign_12,8009,268,487.49,32,3654.64
2024-10-16,Meta Ads,Campaign_29,7879,299,672.53,14,1636.46
2024-08-22,Google Ads,Campaign_12,8096,271,220.57,36,1395.54
2024-02-17,Google Ads,Campaign_26,7860,195,267.47,13,765.38
2024-11-24,Google Ads,Campaign_29,8082,177,359.76,19,1727.3
2024-07-11,Meta Ads,Campaign_4,7812,375,410.49,33,3084.89
2024-09-30,Meta Ads,Campaign_23,8028,382,605.14,49,2656.27
2024-07-19,Meta Ads,Campaign_5,8203,375,692.27,24,1148.3
2024-05-17,Meta Ads,Campaign_20,7961,200,141.77,9,545.38
2024-05-07,Meta Ads,Campaign_7,7940,183,215.77,24,617.88
2024-04-02,Google Ads,Campaign_25,7973,335,162.75,56,1384.93
2024-03-17,Meta Ads,Campaign_17,8179,437,364.8,18,1641.26
2024-12-26,Google Ads,Campaign_10,7928,410,269.2,27,587.12
2024-09-18,Google Ads,Campaign_29,7988,455,509.86,68,3239.58
2024-12-29,Google Ads,Campaign_28,7881,257,542.32,17,1756.67
2024-11-10,Google Ads,Campaign_21,7907,225,453.82,14,410.21
2024-07-13,Google Ads,Campaign_26,7909,353,288.78,36,1818.74
2024-12-12,Google Ads,Campaign_26,8008,413,951.37,60,5992.55
2024-12-10,Google Ads,Campaign_8,7886,295,515.92,11,539.19
2024-03-19,Google Ads,Campaign_25,7944,399,370.96,57,3710.47
2024-01-13,Meta Ads,Campaign_27,7904,331,726.78,39,1450.17
2024-08-08,Google Ads,Campaign_15,8099,255,381.01,30,1253.19
2024-02-16,Google Ads,Campaign_12,7902,328,304.2,35,1911.79
2024-06-09,Google Ads,Campaign_24,7721,405,200.85,69,2215.33
2024-06-24,Meta Ads,Campaign_6,8018,297,322.28,27,918.21
2024-12-12,Meta Ads,Campaign_25,7862,387,709.07,38,1011.21
2024-02-26,Google Ads,Campaign_16,8143,199,468.36,13,1151.39
2024-06-28,Meta Ads,Campaign_20,7887,462,693.42,33,2647.36
2024-08-24,Meta Ads,Campaign_2,7924,159,69.2,20,2232.05
2024-04-04,Meta Ads,Campaign_4,7907,212,464.82,19,516.11
2024-05-23,Meta Ads,Campaign_18,8012,444,432.65,66,2737.35
2024-02-17,Meta Ads,Campaign_17,8037,296,327.03,50,2165.17
2024-02-04,Google Ads,Campaign_11,8109,271,234.88,22,1827.63
2024-04-13,Google Ads,Campaign_29,8065,323,306.46,48,746.11
2024-09-17,Meta Ads,Campaign_3,8064,456,1064.88,75,2091.8
2024-12-19,Meta Ads,Campaign_2,7954,386,825.61,48,3507.28
2024-10-09,Meta Ads,Campaign_17,8059,297,415.43,39,1228.9
2024-08-09,Meta Ads,Campaign_6,8054,362,456.9,52,933.87
2024-04-16,Meta Ads,Campaign_30,7918,337,583.9,49,2976.98
2024-07-14,Google Ads,Campaign_27,7870,159,129.62,14,1085.89
2024-07-31,Google Ads,Campaign_3,8115,287,239.43,20,1699.58
2024-12-17,Google Ads,Campaign_29,7946,397,523.12,52,5806.18
2024-12-21,Meta Ads,Campaign_8,8110,408,163.6,60,4492.74
2024-02-22,Google Ads,Campaign_4,8133,449,310.25,36,732.42
2024-10-27,Google Ads,Campaign_4,7943,182,230.16,26,562.4
2024-04-30,Meta Ads,Campaign_30,8009,367,797.57,21,2063.95
2024-03-04,Meta Ads,Campaign_23,7947,365,497.1,61,2727.08
2024-11-23,Meta Ads,Campaign_17,8057,358,334.81,18,1039.18
2024-10-08,Meta Ads,Campaign_15,8140,434,266.22,55,2691.21
2024-08-15,Google Ads,Campaign_27,8059,474,853.71,47,4212.5
2024-05-12,Google Ads,Campaign_17,8061,244,227.34,10,1069.43
2024-06-10,Google Ads,Campaign_6,8020,176,283.3,10,880.06
2024-03-12,Meta Ads,Campaign_20,8081,287,639.34,27,3221.02
2024-12-24,Google Ads,Campaign_27,8004,196,448.41,32,2144.77
2024-12-07,Meta Ads,Campaign_26,7979,443,1066.11,75,6224.94
2024-11-02,Google Ads,Campaign_14,7935,191,122.44,14,1482.35
2024-01-30,Google Ads,Campaign_18,7750,400,635.74,55,2057.78
2024-05-25,Google Ads,Campaign_28,7903,386,171.67,32,2114.73
2024-12-17,Meta Ads,Campaign_14,8205,177,263.09,27,1955.82
2024-06-24,Google Ads,Campaign_14,7862,249,496.85,30,2226.71
2024-06-28,Google Ads,Campaign_3,8009,264,154.02,40,1166.41
2024-11-08,Meta Ads,Campaign_17,7946,326,606.6,55,2620.76
2024-11-19,Meta Ads,Campaign_15,8040,314,414.83,51,5533.56
2024-10-05,Meta Ads,Campaign_27,7945,328,559.82,49,4942.95
2024-12-26,Meta Ads,Campaign_16,8056,408,733.23,43,2768.05
2024-01-31,Google Ads,Campaign_15,7993,209,409.06,14,681.28
2024-10-07,Google Ads,Campaign_1,8086,277,208.13,36,3970.33
2024-07-12,Google Ads,Campaign_7,8223,224,109.11,35,3038.22
2024-08-10,Google Ads,Campaign_29,8004,233,361.24,29,2858.97
2024-12-05,Meta Ads,Campaign_23,8037,236,449.67,40,1820.77
2024-01-27,Meta Ads,Campaign_14,7868,317,479.01,45,2902.14
2024-10-22,Meta Ads,Campaign_9,7996,420,703.09,47,2917.74
2024-04-10,Meta Ads,Campaign_18,7801,331,341.4,50,1479.19
2024-04-19,Google Ads,Campaign_4,8150,473,1073.63,34,3385.17
2024-12-01,Meta Ads,Campaign_12,8048,390,692.03,18,1604.45
2024-05-23,Google Ads,Campaign_26,8001,461,864.76,27,1233.99
2024-03-18,Meta Ads,Campaign_5,7937,340,433.39,50,4213.36
2024-06-02,Meta Ads,Campaign_28,8084,164,350.15,9,700.53
2024-12-06,Google Ads,Campaign_21,7842,200,181.2,20,394.4
2024-10-20,Google Ads,Campaign_8,7972,429,799.31,35,3019.27
2024-08-07,Meta Ads,Campaign_22,7947,390,357.63,22,2215.54
2024-03-30,Google Ads,Campaign_13,7978,467,1112.31,56,2886.1
2024-10-25,Meta Ads,Campaign_30,8113,165,108.21,19,1862.31
2024-03-24,Meta Ads,Campaign_12,8044,464,783.65,80,7849.66
2024-01-15,Meta Ads,Campaign_14,7974,303,163.64,13,1478.06
2024-01-28,Meta Ads,Campaign_1,7822,248,228.39,36,702.96
2024-11-22,Google Ads,Campaign_6,7935,262,565.97,37,2403.85
2024-08-18,Meta Ads,Campaign_5,8099,354,486.94,16,442.77
2024-03-31,Google Ads,Campaign_13,8056,167,130.57,11,734.78
2024-01-04,Google Ads,Campaign_27,7776,439,880.55,60,5113.83
2024-05-29,Google Ads,Campaign_5,8071,466,1135.65,66,6862.58
2024-06-20,Meta Ads,Campaign_11,7988,348,425.16,27,2299.66
2024-10-14,Meta Ads,Campaign_13,8044,343,651.54,20,1229.8
2024-11-13,Google Ads,Campaign_4,7910,328,468.69,34,1856.31
2024-12-12,Google Ads,Campaign_27,7900,460,927.96,75,3843.24
2024-07-24,Google Ads,Campaign_5,7978,224,440.45,35,1018.55
2024-11-09,Google Ads,Campaign_19,7969,404,712.72,40,3543.28
2024-10-01,Meta Ads,Campaign_10,8122,260,519.31,20,1700.59
2024-06-30,Google Ads,Campaign_26,8000,231,204.87,26,2454.13
2024-05-11,Meta Ads,Campaign_8,7907,310,128.58,35,1819.03
2024-11-01,Meta Ads,Campaign_12,7862,171,222.19,22,2595.63
2024-11-23,Google Ads,Campaign_29,8051,319,202.6,49,2565.02
2024-01-29,Meta Ads,Campaign_1,8113,215,452.86,34,2293.09
2024-08-24,Meta Ads,Campaign_23,7831,310,339.94,43,768.16
2024-09-09,Google Ads,Campaign_5,8092,435,536.77,25,2388.4
2024-02-20,Meta Ads,Campaign_17,8002,431,453.15,39,2109.85
2024-04-11,Google Ads,Campaign_25,7993,396,428.95,23,2522.6
2024-07-02,Meta Ads,Campaign_19,8081,451,865.25,67,4986.26
2024-03-31,Google Ads,Campaign_7,7903,412,524.54,28,3327.74
2024-07-24,Meta Ads,Campaign_8,7864,279,465.88,32,3424.97
2024-09-20,Google Ads,Campaign_3,8056,343,282.0,45,3445.68
2024-08-22,Google Ads,Campaign_24,8039,326,692.94,13,1213.47
2024-08-29,Google Ads,Campaign_9,7943,201,347.62,8,806.05
2024-05-28,Meta Ads,Campaign_12,7960,396,507.49,21,832.13
2024-10-10,Google Ads,Campaign_17,7939,352,308.88,47,5368.16
2024-08-13,Google Ads,Campaign_5,8091,293,257.59,52,4847.8
2024-10-01,Meta Ads,Campaign_5,8095,470,815.49,44,2331.02
2024-04-14,Meta Ads,Campaign_2,8008,320,761.82,28,2382.76
2024-07-14,Google Ads,Campaign_7,7958,235,165.28,20,1963.26
2024-06-30,Meta Ads,Campaign_21,7946,370,859.17,65,3695.03
2024-07-24,Google Ads,Campaign_22,7996,164,94.2,25,1719.9
2024-05-13,Google Ads,Campaign_15,7943,424,705.39,66,6026.31
2024-07-29,Meta Ads,Campaign_6,7864,415,597.87,60,2985.19
2024-09-22,Google Ads,Campaign_30,8047,434,812.37,71,4754.47
2024-09-17,Meta Ads,Campaign_15,8004,227,156.01,16,461.37
2024-08-01,Google Ads,Campaign_21,7951,436,972.74,55,4076.44
2024-05-03,Meta Ads,Campaign_25,7865,415,707.05,32,3816.87
2024-06-10,Google Ads,Campaign_29,7958,437,925.23,64,6272.49
2024-01-26,Google Ads,Campaign_2,7873,386,328.04,64,6012.47
2024-10-27,Meta Ads,Campaign_13,7944,208,155.5,19,2221.01
2024-08-31,Google Ads,Campaign_22,7750,303,685.5,53,1608.67
2024-07-19,Meta Ads,Campaign_2,8020,347,609.58,47,2987.22
2024-03-19,Google Ads,Campaign_15,7907,402,747.8,54,5995.41
2024-02-09,Google Ads,Campaign_8,8083,460,827.91,28,649.44
2024-10-17,Meta Ads,Campaign_10,8083,390,364.33,30,1294.67
2024-07-10,Google Ads,Campaign_8,8088,294,437.08,18,565.63
2024-05-18,Google Ads,Campaign_3,8153,187,283.12,14,214.41
2024-07-12,Google Ads,Campaign_12,8072,458,1003.89,29,2932.61
2024-08-12,Meta Ads,Campaign_28,7881,408,778.41,59,3055.47
2024-04-24,Meta Ads,Campaign_1,7903,297,557.99,28,606.94
2024-03-05,Meta Ads,Campaign_26,8131,465,839.29,71,5904.68
2024-11-26,Meta Ads,Campaign_3,8142,186,303.15,15,775.18
2024-10-12,Meta Ads,Campaign_29,7965,389,225.05,64,1910.07
2024-06-11,Meta Ads,Campaign_29,7947,196,260.3,13,966.54
2024-05-04,Google Ads,Campaign_16,8143,309,676.71,53,2842.33
2024-12-19,Meta Ads,Campaign_14,8005,294,293.81,52,4958.06
2024-06-29,Meta Ads,Campaign_27,7883,288,277.58,40,658.94
2024-01-18,Meta Ads,Campaign_28,8034,337,305.16,28,906.73
2024-04-22,Google Ads,Campaign_19,8042,323,545.31,24,1096.01
2024-03-15,Google Ads,Campaign_21,8022,182,435.37,25,2550.38
2024-03-05,Google Ads,Campaign_25,8052,481,550.38,47,1271.11
2024-05-03,Meta Ads,Campaign_6,8022,351,685.18,45,3416.89
2024-03-07,Meta Ads,Campaign_3,7999,290,353.5,18,1228.11
2024-10-09,Meta Ads,Campaign_15,7877,325,313.16,30,550.03
2024-06-09,Meta Ads,Campaign_10,8048,466,616.14,69,7594.55
2024-09-19,Google Ads,Campaign_1,7938,454,879.55,79,1323.73
2024-11-11,Meta Ads,Campaign_24,7963,315,282.2,54,1497.84
2024-07-16,Meta Ads,Campaign_17,7865,303,422.35,46,4170.06
2024-02-16,Meta Ads,Campaign_10,7959,435,1075.12,57,4022.67
2024-12-01,Google Ads,Campaign_13,8159,294,598.29,24,471.73
2024-04-16,Google Ads,Campaign_2,7971,213,223.67,31,3594.61
2024-07-03,Google Ads,Campaign_8,8037,470,1046.74,32,1293.69
2024-08-20,Google Ads,Campaign_11,8082,342,285.74,57,6143.46
2024-10-30,Google Ads,Campaign_28,8047,328,451.22,23,1838.24
2024-06-24,Meta Ads,Campaign_13,8080,342,565.87,40,1144.6
2024-05-23,Google Ads,Campaign_29,8015,350,397.0,47,3517.63
2024-03-26,Meta Ads,Campaign_6,7858,223,108.97,22,934.14
2024-11-15,Meta Ads,Campaign_7,8000,382,705.27,44,1071.23
2024-06-17,Google Ads,Campaign_9,7835,466,385.25,40,2267.37
2024-10-25,Meta Ads,Campaign_4,8015,304,238.64,34,3831.28
2024-11-25,Google Ads,Campaign_16,8091,217,175.37,15,689.59
2024-07-12,Meta Ads,Campaign_1,8038,325,152.33,23,891.84
2024-11-20,Google Ads,Campaign_8,7747,178,109.53,19,1176.8
2024-01-16,Meta Ads,Campaign_12,7970,271,267.84,29,3296.48
2024-11-08,Meta Ads,Campaign_22,7933,325,808.62,34,994.07
2024-04-26,Meta Ads,Campaign_4,7940,321,770.08,41,2247.35
2024-03-20,Google Ads,Campaign_10,8048,377,523.27,60,6862.44
2024-09-10,Google Ads,Campaign_21,8014,392,828.48,40,2707.82
2024-05-30,Google Ads,Campaign_5,8138,164,210.47,18,837.3
2024-06-20,Meta Ads,Campaign_14,7953,457,705.37,44,991.16
2024-07-27,Google Ads,Campaign_26,8152,313,510.04,28,2162.88
2024-06-13,Google Ads,Campaign_1,8056,416,284.5,59,3112.62
2024-06-06,Meta Ads,Campaign_15,8091,442,1024.56,24,495.2
2024-06-17,Google Ads,Campaign_9,8003,265,183.83,42,2231.95
2024-07-28,Google Ads,Campaign_4,7877,199,337.82,28,1575.36
2024-12-05,Google Ads,Campaign_21,8019,184,322.52,25,2655.96
2024-12-18,Google Ads,Campaign_28,7947,461,250.02,42,4699.31
2024-05-13,Google Ads,Campaign_18,7860,408,873.2,27,616.04
2024-02-28,Google Ads,Campaign_5,8015,267,302.61,38,1253.63
2024-10-03,Meta Ads,Campaign_5,7986,392,252.19,63,5215.17
2024-12-18,Meta Ads,Campaign_23,8025,198,214.16,15,535.86
2024-10-20,Google Ads,Campaign_16,7942,162,245.62,7,275.26
2024-07-29,Meta Ads,Campaign_6,7989,321,647.55,27,1741.57
2024-04-18,Meta Ads,Campaign_1,8033,425,534.26,57,1859.25
2024-02-28,Meta Ads,Campaign_14,8007,271,302.96,21,345.84
2024-03-07,Google Ads,Campaign_21,8009,298,177.74,31,1750.6
2024-04-08,Meta Ads,Campaign_28,8111,178,105.12,7,359.94
2024-03-12,Google Ads,Campaign_18,7898,320,207.04,24,1113.26
2024-07-31,Google Ads,Campaign_19,7978,268,342.81,42,3028.55
2024-07-13,Google Ads,Campaign_26,7970,346,221.1,38,3941.03
2024-04-22,Meta Ads,Campaign_26,7867,241,359.06,31,1004.79
2024-09-18,Meta Ads,Campaign_18,8119,438,885.28,47,5391.68
2024-03-26,Google Ads,Campaign_25,7860,354,144.02,63,7032.5
2024-09-09,Google Ads,Campaign_27,8050,328,179.77,29,3406.69
2024-09-13,Meta Ads,Campaign_4,8008,398,329.63,27,586.09
2024-12-23,Google Ads,Campaign_9,8023,410,519.56,46,5305.19
2024-07-04,Google Ads,Campaign_15,8102,295,579.83,44,763.12
2024-10-16,Meta Ads,Campaign_17,7971,353,197.82,33,1357.97
2024-12-14,Google Ads,Campaign_17,7958,179,131.98,11,619.48
2024-08-15,Meta Ads,Campaign_19,8107,320,420.29,15,1151.67
2024-03-25,Meta Ads,Campaign_2,7868,188,377.45,9,320.29
2024-07-01,Meta Ads,Campaign_9,8101,434,305.47,36,1933.44
2024-01-14,Google Ads,Campaign_18,8102,320,744.45,13,634.26
2024-06-27,Google Ads,Campaign_8,8014,242,231.73,34,2312.02
2024-02-01,Google Ads,Campaign_18,8019,298,706.51,40,2991.25
2024-12-17,Meta Ads,Campaign_2,7941,458,417.62,22,1961.59
2024-03-24,Meta Ads,Campaign_30,8052,441,925.36,74,5683.07
2024-05-21,Google Ads,Campaign_16,8034,405,862.02,29,1190.36
2024-08-19,Google Ads,Campaign_30,7963,198,471.4,10,971.1
2024-08-24,Meta Ads,Campaign_21,7881,411,1004.0,26,1773.74
2024-01-14,Meta Ads,Campaign_2,8118,456,1029.79,22,1327.28
2024-02-10,Google Ads,Campaign_29,7888,208,102.7,29,1759.34
2024-10-25,Meta Ads,Campaign_9,7932,174,131.6,21,1605.01
2024-06-27,Google Ads,Campaign_19,8176,449,497.55,58,3420.16
2024-11-30,Google Ads,Campaign_5,7820,162,313.25,12,718.54
2024-05-26,Meta Ads,Campaign_10,8026,192,422.91,7,208.63
2024-09-29,Google Ads,Campaign_14,7904,204,310.55,8,804.07
2024-07-16,Meta Ads,Campaign_5,7858,286,277.35,27,569.79
2024-01-01,Google Ads,Campaign_25,7998,221,186.1,10,268.25
2024-01-20,Google Ads,Campaign_21,8067,401,519.96,67,2600.66
2024-08-17,Meta Ads,Campaign_12,8050,238,295.78,25,2422.7
2024-07-26,Meta Ads,Campaign_9,8103,479,473.64,28,2785.72
2024-02-09,Meta Ads,Campaign_19,7956,299,622.59,19,728.37
2024-11-30,Meta Ads,Campaign_24,7985,268,537.32,31,1004.11
2024-05-10,Google Ads,Campaign_1,8089,264,493.34,43,3814.73
2024-07-11,Meta Ads,Campaign_19,8139,453,490.43,70,3057.48
2024-01-11,Google Ads,Campaign_28,8024,303,668.54,44,785.47
2024-08-11,Meta Ads,Campaign_20,8013,369,710.15,34,3475.18
2024-03-13,Meta Ads,Campaign_28,7894,430,1045.36,59,5466.28
2024-01-01,Meta Ads,Campaign_19,7962,216,287.68,14,1195.92
2024-05-21,Meta Ads,Campaign_24,8193,433,210.69,50,1914.31
2024-03-21,Meta Ads,Campaign_16,7820,350,350.76,53,6035.84
2024-06-15,Meta Ads,Campaign_23,7965,261,585.37,46,1435.45
2024-05-20,Google Ads,Campaign_18,7974,185,201.35,16,1869.25
2024-09-26,Google Ads,Campaign_22,8057,471,504.33,45,3487.79
2024-10-26,Google Ads,Campaign_30,7934,378,172.69,37,1066.92
2024-12-04,Google Ads,Campaign_5,7786,257,426.72,18,1772.73
2024-08-30,Meta Ads,Campaign_14,8015,372,803.18,47,2206.99
2024-03-28,Meta Ads,Campaign_21,8065,327,391.07,14,241.22
2024-07-03,Google Ads,Campaign_23,8108,234,191.03,27,3149.36
2024-07-06,Google Ads,Campaign_4,8067,369,678.74,18,499.5
2024-08-05,Google Ads,Campaign_18,7839,159,365.99,15,1048.04
2024-01-24,Meta Ads,Campaign_24,7958,238,209.73,16,1661.89
2024-12-23,Meta Ads,Campaign_26,7921,266,572.8,14,908.14
2024-06-23,Meta Ads,Campaign_3,8093,471,339.69,56,1211.8
2024-03-21,Meta Ads,Campaign_18,7900,341,605.31,23,2057.2
2024-03-04,Meta Ads,Campaign_20,8048,222,236.53,22,630.63
2024-07-09,Google Ads,Campaign_14,8033,470,429.45,28,1383.82
2024-02-18,Google Ads,Campaign_6,7924,260,514.24,16,1464.11
2024-12-19,Meta Ads,Campaign_29,7927,241,477.03,19,2080.99
2024-02-11,Google Ads,Campaign_6,7985,469,536.01,76,6703.34
2024-06-09,Google Ads,Campaign_6,7878,370,300.38,22,2284.3
2024-10-18,Meta Ads,Campaign_20,8245,263,571.46,25,386.47
2024-07-03,Meta Ads,Campaign_18,7879,378,510.9,55,847.21
2024-11-23,Google Ads,Campaign_26,8099,171,395.43,8,805.48
2024-07-29,Meta Ads,Campaign_1,7981,390,171.5,57,6810.37
2024-02-24,Meta Ads,Campaign_22,8071,361,193.7,21,629.76
2024-11-07,Google Ads,Campaign_4,8094,422,977.16,53,4933.24
2024-11-25,Meta Ads,Campaign_19,8013,369,778.29,65,3252.34
2024-09-01,Meta Ads,Campaign_28,7913,234,439.23,26,3096.91
2024-04-27,Meta Ads,Campaign_14,8081,225,346.79,36,2014.93
2024-02-26,Google Ads,Campaign_3,7896,426,591.16,43,2874.06
2024-08-07,Google Ads,Campaign_4,7920,424,990.45,19,789.36
2024-06-03,Meta Ads,Campaign_17,8141,434,312.6,72,4691.29
2024-04-22,Google Ads,Campaign_4,8155,227,521.11,39,3086.79
2024-07-13,Meta Ads,Campaign_15,7966,341,525.41,28,2069.7
2024-02-28,Meta Ads,Campaign_19,7845,240,357.8,40,2971.05
2024-07-17,Meta Ads,Campaign_20,8077,356,425.8,34,3541.79
2024-12-03,Google Ads,Campaign_30,8098,207,512.32,14,1001.86
2024-04-17,Google Ads,Campaign_8,8130,359,313.38,52,3982.38
2024-12-24,Meta Ads,Campaign_11,7990,183,433.36,24,868.3
2024-10-17,Google Ads,Campaign_27,8002,478,465.63,38,2855.96
2024-05-23,Google Ads,Campaign_28,8062,236,392.68,19,540.13
2024-02-22,Google Ads,Campaign_15,8087,165,279.51,13,739.09
2024-08-08,Google Ads,Campaign_7,8106,352,263.94,20,635.8
2024-02-08,Meta Ads,Campaign_24,7876,373,360.68,44,4087.31
2024-05-17,Meta Ads,Campaign_6,7686,423,180.7,63,2787.82
2024-12-12,Google Ads,Campaign_2,7879,178,429.76,30,2136.87
2024-07-11,Google Ads,Campaign_12,7842,235,298.09,37,3009.42
2024-05-01,Google Ads,Campaign_1,8083,220,136.79,14,1227.28
2024-05-04,Meta Ads,Campaign_23,8015,330,175.74,17,1796.16
2024-12-10,Google Ads,Campaign_16,8058,241,281.94,41,4714.63
2024-07-30,Google Ads,Campaign_1,8008,177,430.53,15,278.53
2024-04-06,Meta Ads,Campaign_17,8079,318,707.44,47,1789.19
2024-11-17,Google Ads,Campaign_12,7923,231,94.59,40,834.55
2024-12-11,Meta Ads,Campaign_8,8116,271,200.4,39,3090.11
2024-05-02,Google Ads,Campaign_23,7953,372,586.01,52,5123.06
2024-04-26,Meta Ads,Campaign_9,8035,339,518.18,49,4577.08
2024-09-18,Meta Ads,Campaign_2,7980,339,439.74,43,4306.75
2024-06-23,Google Ads,Campaign_14,8015,344,476.51,16,1469.34
2024-10-02,Google Ads,Campaign_7,7868,412,737.07,28,708.8
2024-06-26,Google Ads,Campaign_30,7914,401,560.2,49,2886.93
2024-04-13,Google Ads,Campaign_9,8142,279,360.95,25,1967.43
2024-07-17,Google Ads,Campaign_23,8089,327,280.12,49,2451.27
2024-11-08,Google Ads,Campaign_20,7930,182,357.33,23,1318.27
2024-05-22,Google Ads,Campaign_8,7961,420,855.8,59,6608.53
2024-12-23,Meta Ads,Campaign_12,7913,375,696.92,24,1697.28
2024-09-01,Meta Ads,Campaign_29,7874,430,900.09,56,4596.05
2024-01-10,Google Ads,Campaign_12,8128,429,859.86,39,4081.72
2024-07-31,Google Ads,Campaign_15,8087,228,471.71,37,4114.64
2024-09-12,Google Ads,Campaign_21,7882,311,644.14,45,4001.75
2024-08-07,Google Ads,Campaign_10,8115,211,521.55,20,1352.77
2024-01-10,Meta Ads,Campaign_18,7943,227,451.76,17,432.53
2024-12-11,Meta Ads,Campaign_26,8013,404,928.62,56,6459.52
2024-06-02,Meta Ads,Campaign_20,7965,267,259.13,42,876.58
2024-10-19,Meta Ads,Campaign_28,7912,169,144.34,21,2218.49
2024-09-20,Meta Ads,Campaign_6,7979,291,297.9,28,775.68
2024-04-08,Google Ads,Campaign_24,8016,198,416.93,18,475.94
2024-01-06,Meta Ads,Campaign_21,7842,162,214.79,17,1244.9
2024-08-20,Google Ads,Campaign_20,7998,451,875.49,81,7827.82
2024-06-10,Google Ads,Campaign_16,7935,200,462.13,22,1043.53
2024-10-27,Meta Ads,Campaign_24,8033,421,410.56,43,3240.12
2024-01-17,Google Ads,Campaign_18,8195,415,394.98,29,1217.68
2024-01-08,Google Ads,Campaign_7,8083,448,562.99,77,2228.67
2024-04-21,Meta Ads,Campaign_27,7879,446,829.23,40,1600.15
2024-08-06,Google Ads,Campaign_13,8081,166,358.04,21,1351.58
2024-05-06,Google Ads,Campaign_26,7973,380,251.26,66,7827.73
2024-09-24,Google Ads,Campaign_29,7931,177,405.25,19,656.42
2024-04-27,Google Ads,Campaign_13,8007,477,486.34,81,8048.92
2024-08-29,Meta Ads,Campaign_18,7892,404,287.87,37,600.78
2024-03-02,Google Ads,Campaign_18,8048,164,75.52,8,483.6
2024-08-15,Meta Ads,Campaign_12,7881,380,872.75,63,6001.31
2024-07-27,Meta Ads,Campaign_4,8168,390,192.51,58,4251.02
2024-06-09,Google Ads,Campaign_19,7967,437,576.58,30,1022.91
2024-02-13,Google Ads,Campaign_1,8061,359,463.76,60,1614.36
2024-07-12,Meta Ads,Campaign_25,8020,187,244.31,14,1469.94
2024-05-27,Meta Ads,Campaign_25,8125,460,618.28,78,9093.85
2024-09-12,Google Ads,Campaign_13,7979,391,312.86,60,4329.14
2024-01-14,Meta Ads,Campaign_24,7996,423,677.11,60,5813.13
2024-05-11,Meta Ads,Campaign_16,7935,351,535.19,45,1673.7
2024-03-08,Google Ads,Campaign_30,7940,170,347.71,10,888.17
2024-09-19,Meta Ads,Campaign_11,7929,292,502.37,33,2170.7
2024-06-23,Google Ads,Campaign_23,7975,416,983.93,74,4271.37
2024-05-09,Meta Ads,Campaign_20,8011,351,258.52,25,1046.0
2024-03-14,Meta Ads,Campaign_18,8043,285,376.99,46,4410.0
2024-06-23,Google Ads,Campaign_29,8108,344,444.7,45,4117.73
2024-05-28,Meta Ads,Campaign_7,7851,183,170.85,9,720.29
2024-08-14,Meta Ads,Campaign_8,8022,472,337.51,32,2134.85
2024-06-23,Google Ads,Campaign_2,8010,290,679.35,39,1942.36
